Nom de la commune,Populationtotal,Population_string
Sissonne,2133,2133
Sissy,478,478
Soissons,29176,29176
Soize,102,102
Sommelans,62,62
Sommeron,151,151
Sommette-Eaucourt,194,194
Sons-et-Ronchères,240,240
Sorbais,278,278
Soucy,98,98
Soupir,279,279
Le Sourd,170,170
Surfontaine,102,102
Taillefontaine,282,282
Tannières,16,16
Tartiers,171,171
Tavaux-et-Pontséricourt,581,581
Tergnier,13642,13642
Terny-Sorny,336,336
Thenailles,227,227
Thenelles,555,555
Thiernu,102,102
Le Thuel,169,169
Torcy-en-Valois,75,75
Toulis-et-Attencourt,130,130
Travecy,679,679
Trefcon,85,85
Trélou-sur-Marne,967,967
Troësnes,231,231
Trosly-Loire,624,624
Trucy,148,148
Tugny-et-Pont,279,279
Tupigny,338,338
Ugny-le-Gay,184,184
Urcel,594,594
Urvillers,670,670
Vadencourt,549,549
Vailly-sur-Aisne,2040,2040
La Vallée-au-Blé,368,368
La Vallée-Mulâtre,151,151
Vallées en Champagne,575,575
Variscourt,201,201
Vassens,156,156
Vasseny,219,219
Vassogne,90,90
Vaucelles-et-Beffecourt,274,274
Vaudesson,244,244
Vaux-Andigny,936,936
Vaux-en-Vermandois,154,154
Vauxaillon,546,546
Vauxbuin,806,806
Vauxrezis,327,327
Vauxtin,39,39
Vendelles,118,118
Vendeuil,963,963
Vendhuile,568,568
Vendières,168,168
Vendresse-Beaulne,103,103
Vénérolles,226,226
Venizel,1395,1395
Verdilly,477,477
Le Verguier,221,221
Vermand,1123,1123
Verneuil-sous-Coucy,132,132
Verneuil-sur-Serre,256,256
Versigny,475,475
Vervins,2660,2660
Vesles-et-Caumont,234,234
Veslud,248,248
Veuilly-la-Poterie,162,162
Vézaponin,126,126
Vézilly,189,189
Vic-sur-Aisne,1676,1676
Vichel-Nanteuil,87,87
Viel-Arcy,180,180
Viels-Maisons,1247,1247
Vierzy,445,445
Viffort,325,325
Vigneux-Hocquet,271,271
La Ville-aux-Bois-lès-Dizy,207,207
La Ville-aux-Bois-lès-Pontavert,148,148
Ville-Savoye,83,83
Villemontoire,189,189
Villeneuve-Saint-Germain,2533,2533
Villeneuve-sur-Aisne,2740,2740
Villeneuve-sur-Fère,291,291
Villequier-Aumont,671,671
Villeret,306,306
Villers-Agron-Aiguizy,77,77
Villers-Cotterêts,11309,11309
Villers-Hélon,223,223
Villers-le-Sec,275,275
Villers-lès-Guise,170,170
Villers-Saint-Christophe,447,447
Villers-sur-Fère,533,533
Villiers-Saint-Denis,1138,1138
Vincy-Reuil-et-Magny,118,118
Viry-Noureuil,1743,1743
Vivaise,719,719
Vivières,406,406
Voharies,73,73
Vorges,378,378
Voulpaix,379,379
Voyenne,326,326
Vregny,93,93
Vuillery,44,44
Wassigny,975,975
Watigny,385,385
Wiège-Faty,205,205
Wimy,494,494
Wissignicourt,173,173
Œuilly,293,293
Abrest,2978,2978
Agonges,323,323
Ainay-le-Château,1020,1020
Andelaroche,265,265
Archignat,340,340
Arfeuilles,665,665
Arpheuilles-Saint-Priest,363,363
Arronnes,388,388
Aubigny,168,168
Audes,447,447
Aurouër,422,422
Autry-Issards,331,331
Avermes,4064,4064
Avrilly,138,138
Bagneux,331,331
Barberier,145,145
Barrais-Bussolles,198,198
Bayet,712,712
Beaulon,1675,1675
Beaune-d'Allier,298,298
Bègues,229,229
Bellenaves,1039,1039
Bellerive-sur-Allier,8763,8763
Bert,249,249
Bessay-sur-Allier,1365,1365
Besson,786,786
Bézenet,971,971
Billezois,388,388
Billy,793,793
Biozat,860,860
Bizeneuille,303,303
Blomard,250,250
Bost,192,192
Boucé,520,520
Le Bouchaud,218,218
Bourbon-l'Archambault,2632,2632
Braize,260,260
Bransat,519,519
Bresnay,390,390
Bressolles,1141,1141
Le Brethon,337,337
Le Breuil,549,549
Broût-Vernet,1244,1244
Brugheas,1517,1517
Busset,930,930
Buxières-les-Mines,1088,1088
La Celle,423,423
Cérilly,1335,1335
Cesset,426,426
La Chabanne,197,197
Chambérat,311,311
Chamblet,1126,1126
Chantelle,1100,1100
Chapeau,238,238
La Chapelaude,1022,1022
La Chapelle,383,383
La Chapelle-aux-Chasses,213,213
Chappes,235,235
Chareil-Cintrat,365,365
Charmeil,999,999
Charmes,404,404
Charroux,370,370
Chassenard,1010,1010
Château-sur-Allier,181,181
Châtel-de-Neuvre,551,551
Châtel-Montagne,352,352
Châtelperron,150,150
Châtelus,109,109
Châtillon,320,320
Chavenon,135,135
Chavroches,250,250
Chazemais,507,507
Chemilly,651,651
Chevagnes,679,679
Chezelle,177,177
Chézy,248,248
Chirat-l'Église,131,131
Chouvigny,235,235
Cindré,309,309
Cognat-Lyonne,704,704
Colombier,344,344
Commentry,6427,6427
Contigny,604,604
Cosne-d'Allier,2073,2073
Coulandon,712,712
Coulanges,357,357
Couleuvre,588,588
Courçais,327,327
Coutansouze,155,155
Couzon,307,307
Créchy,464,464
Cressanges,641,641
Creuzier-le-Neuf,1192,1192
Creuzier-le-Vieux,3405,3405
Cusset,13142,13142
Deneuille-lès-Chantelle,83,83
Deneuille-les-Mines,371,371
Désertines,4508,4508
Deux-Chaises,401,401
Diou,1423,1423
Domérat,8946,8946
Dompierre-sur-Besbre,3097,3097
Le Donjon,1096,1096
Doyet,1214,1214
Droiturier,343,343
Durdat-Larequille,1446,1446
Ébreuil,1294,1294
Échassières,392,392
Escurolles,807,807
Espinasse-Vozelle,1018,1018
Estivareilles,1119,1119
Étroussat,664,664
Ferrières-sur-Sichon,569,569
La Ferté-Hauterive,306,306
Fleuriel,339,339
Fourilles,200,200
Franchesse,483,483
Gannat,6032,6032
Gannay-sur-Loire,413,413
Garnat-sur-Engièvre,717,717
Gennetines,685,685
Gipcy,244,244
Gouise,222,222
La Guillermie,129,129
Haut-Bocage,908,908
Hauterive,1183,1183
Hérisson,632,632
Huriel,2702,2702
Hyds,334,334
Isle-et-Bardais,278,278
Isserpent,547,547
Jaligny-sur-Besbre,590,590
Jenzat,523,523
Laféline,200,200
Lalizolle,389,389
Lamaids,227,227
Langy,278,278
Lapalisse,3201,3201
Laprugne,328,328
Lavault-Sainte-Anne,1198,1198
Lavoine,148,148
Lenax,258,258
Lételon,109,109
Liernolles,221,221
Lignerolles,755,755
Limoise,191,191
Loddes,166,166
Loriges,359,359
Louchy-Montfand,453,453
Louroux-Bourbonnais,216,216
Louroux-de-Beaune,168,168
Louroux-de-Bouble,247,247
Luneau,293,293
Lurcy-Lévis,1932,1932
Lusigny,1752,1752
Magnet,1006,1006
Malicorne,810,810
Marcenat,409,409
Marcillat-en-Combraille,935,935
Marigny,210,210
Mariol,816,816
Le Mayet-d'École,272,272
Le Mayet-de-Montagne,1467,1467
Mazerier,306,306
Mazirat,286,286
Meaulne-Vitray,904,904
Meillard,324,324
Meillers,142,142
Mercy,264,264
Mesples,126,126
Molinet,1183,1183
Molles,924,924
Monestier,294,294
Monétay-sur-Allier,534,534
Monétay-sur-Loire,270,270
Montaigu-le-Blin,312,312
Montaiguët-en-Forez,321,321
Montbeugny,692,692
Montcombroux-les-Mines,316,316
Monteignet-sur-l'Andelot,267,267
Le Montet,471,471
Montilly,516,516
Montluçon,36746,36746
Montmarault,1544,1544
Montoldre,641,641
Montord,216,216
Montvicq,744,744
Moulins,20227,20227
Murat,312,312
Nades,157,157
Nassigny,186,186
Naves,121,121
Néris-les-Bains,2646,2646
Neuilly-en-Donjon,225,225
Neuilly-le-Réal,1489,1489
Neure,188,188
Neuvy,1819,1819
Nizerolles,328,328
Noyant-d'Allier,643,643
Paray-le-Frésil,399,399
Paray-sous-Briailles,642,642
Périgny,451,451
La Petite-Marche,182,182
Pierrefitte-sur-Loire,523,523
Le Pin,418,418
Poëzat,151,151
Pouzy-Mésangy,412,412
Prémilhat,2507,2507
Quinssaines,1512,1512
Reugny,252,252
Rocles,383,383
Rongères,578,578
Ronnet,177,177
Saint-Angel,789,789
Saint-Aubin-le-Monial,274,274
Saint-Bonnet-de-Four,216,216
Saint-Bonnet-de-Rochefort,712,712
Saint-Bonnet-Tronçais,734,734
Saint-Caprais,95,95
Saint-Christophe,481,481
Saint-Clément,307,307
Saint-Désiré,456,456
Saint-Didier-en-Donjon,263,263
Saint-Didier-la-Forêt,387,387
Saint-Éloy-d'Allier,43,43
Saint-Ennemond,644,644
Saint-Étienne-de-Vicq,543,543
Saint-Fargeol,195,195
Saint-Félix,325,325
Saint-Genest,414,414
Saint-Gérand-de-Vaux,392,392
Saint-Gérand-le-Puy,1002,1002
Saint-Germain-de-Salles,434,434
Saint-Germain-des-Fossés,3722,3722
Saint-Hilaire,548,548
Saint-Léger-sur-Vouzance,275,275
Saint-Léon,560,560
Saint-Léopardin-d'Augy,405,405
Saint-Loup,582,582
Saint-Marcel-en-Marcillat,138,138
Saint-Marcel-en-Murat,130,130
Saint-Martin-des-Lais,124,124
Saint-Martinien,615,615
Saint-Menoux,1077,1077
Saint-Nicolas-des-Biefs,173,173
Saint-Palais,166,166
Saint-Pierre-Laval,363,363
Saint-Plaisir,390,390
Saint-Pont,671,671
Saint-Pourçain-sur-Besbre,428,428
Saint-Pourçain-sur-Sioule,5280,5280
Saint-Priest-d'Andelot,149,149
Saint-Priest-en-Murat,230,230
Saint-Prix,815,815
Saint-Rémy-en-Rollat,1741,1741
Saint-Sauvier,351,351
Saint-Sornin,229,229
Saint-Victor,2137,2137
Saint-Voir,197,197
Saint-Yorre,2614,2614
Sainte-Thérence,191,191
Saligny-sur-Roudon,760,760
Sanssat,264,264
Saulcet,718,718
Saulzet,390,390
Sauvagny,91,91
Sazeret,153,153
Serbannes,851,851
Servilly,301,301
Seuillet,515,515
Sorbier,321,321
Souvigny,1878,1878
Sussat,107,107
Target,266,266
Taxat-Senat,200,200
Teillet-Argenty,566,566
Terjat,206,206
Le Theil,408,408
Theneuille,379,379
Thiel-sur-Acolin,1141,1141
Thionne,323,323
Tortezais,178,178
Toulon-sur-Allier,1169,1169
Treban,396,396
Treignat,404,404
Treteau,532,532
Trévol,1684,1684
Trézelles,417,417
Tronget,911,911
Urçay,274,274
Ussel-d'Allier,163,163
Valignat,77,77
Valigny,388,388
Vallon-en-Sully,1593,1593
Varennes-sur-Allier,3633,3633
Varennes-sur-Tèche,254,254
Vaumas,550,550
Vaux,1146,1146
Veauce,39,39
Venas,243,243
Vendat,2274,2274
Verneix,614,614
Le Vernet,1998,1998
Verneuil-en-Bourbonnais,246,246
Vernusse,159,159
Le Veurdre,465,465
Vichy,24523,24523
Vicq,337,337
Vieure,285,285
Le Vilhain,283,283
Villebret,1352,1352
Villefranche-d'Allier,1371,1371
Villeneuve-sur-Allier,1087,1087
Viplaix,308,308
Voussac,490,490
Ygrande,791,791
Yzeure,13625,13625
Aiglun,1467,1467
Allemagne-en-Provence,567,567
Allons,145,145
Allos,804,804
Angles,68,68
Annot,1079,1079
Archail,15,15
Aubenas-les-Alpes,98,98
Aubignosc,607,607
Authon,62,62
Auzet,103,103
Banon,985,985
Barcelonnette,2800,2800
Barles,136,136
Barras,146,146
Barrême,440,440
Bayons,187,187
Beaujeu,133,133
Beauvezer,384,384
Bellaffaire,149,149
Bevons,294,294
Beynes,134,134
Blieux,60,60
Bras-d'Asse,578,578
Braux,125,125
La Brillanne,1164,1164
Brunet,284,284
Le Brusquet,986,986
Le Caire,73,73
Castellane,1564,1564
Le Castellard-Mélan,65,65
Le Castellet,299,299
Castellet-lès-Sausses,138,138
Céreste,1219,1219
Le Chaffaut-Saint-Jurson,803,803
Champtercier,864,864
Château-Arnoux-Saint-Auban,5248,5248
Châteaufort,28,28
Châteauneuf-Miravail,69,69
Châteauneuf-Val-Saint-Donat,524,524
Châteauredon,74,74
Chaudon-Norante,185,185
Clamensane,175,175
Claret,274,274
Clumanc,216,216
Colmars,501,501
La Condamine-Châtelard,159,159
Corbières-en-Provence,1216,1216
Cruis,647,647
Curbans,587,587
Curel,56,56
Dauphin,844,844
Demandolx,138,138
Digne-les-Bains,17329,17329
Draix,117,117
Enchastrayes,408,408
Entrages,106,106
Entrepierres,391,391
Entrevaux,874,874
Entrevennes,171,171
L' Escale,1424,1424
Esparron-de-Verdon,403,403
Estoublon,493,493
Faucon-de-Barcelonnette,335,335
Faucon-du-Caire,54,54
Fontienne,130,130
Forcalquier,5103,5103
Le Fugeret,202,202
Ganagobie,96,96
La Garde,92,92
Gigors,61,61
Gréoux-les-Bains,2681,2681
Hautes-Duyes,43,43
L' Hospitalet,90,90
Jausiers,1159,1159
La Javie,410,410
Lambruisse,100,100
Lardiers,129,129
Le Lauzet-Ubaye,188,188
Limans,379,379
Lurs,392,392
Majastres,4,4
Malijai,2005,2005
Mallefougasse-Augès,331,331
Mallemoisson,1071,1071
Mane,1375,1375
Manosque,22992,22992
Marcoux,479,479
Méailles,117,117
Les Mées,3778,3778
Melve,121,121
Méolans-Revel,347,347
Mézel,677,677
Mirabeau,521,521
Mison,1161,1161
Montagnac-Montpezat,435,435
Montclar,426,426
Montfort,335,335
Montfuron,210,210
Montjustin,59,59
Montlaux,197,197
Montsalier,140,140
Moriez,239,239
La Motte-du-Caire,565,565
Moustiers-Sainte-Marie,725,725
La Mure-Argens,333,333
Nibles,42,42
Niozelles,277,277
Noyers-sur-Jabron,531,531
Les Omergues,133,133
Ongles,381,381
Oppedette,53,53
Oraison,5955,5955
La Palud-sur-Verdon,352,352
Peipin,1499,1499
Peyroules,249,249
Peyruis,2907,2907
Piégut,190,190
Pierrerue,505,505
Pierrevert,3938,3938
Pontis,87,87
Prads-Haute-Bléone,183,183
Puimichel,248,248
Puimoisson,732,732
Quinson,426,426
Redortiers,86,86
Reillanne,1712,1712
Revest-des-Brousses,274,274
Revest-du-Bion,567,567
Revest-Saint-Martin,86,86
Riez,1882,1882
La Robine-sur-Galabre,305,305
La Rochegiron,103,103
La Rochette,70,70
Rougon,110,110
Roumoules,764,764
Saint-André-les-Alpes,1029,1029
Saint-Benoît,150,150
Saint-Étienne-les-Orgues,1330,1330
Saint-Geniez,98,98
Saint-Jacques,82,82
Saint-Jeannet,55,55
Saint-Julien-d'Asse,214,214
Saint-Julien-du-Verdon,147,147
Saint-Jurs,141,141
Saint-Laurent-du-Verdon,101,101
Saint-Lions,50,50
Saint-Maime,868,868
Saint-Martin-de-Brômes,602,602
Saint-Martin-les-Eaux,117,117
Saint-Martin-lès-Seyne,16,16
Saint-Michel-l'Observatoire,1263,1263
Saint-Paul-sur-Ubaye,193,193
Saint-Pierre,98,98
Saint-Pons,638,638
Saint-Vincent-sur-Jabron,202,202
Sainte-Croix-à-Lauze,89,89
Sainte-Croix-du-Verdon,123,123
Sainte-Tulle,3486,3486
Salignac,655,655
Saumane,121,121
Sausses,129,129
Selonnet,473,473
Senez,171,171
Seyne,1388,1388
Sigonce,439,439
Sigoyer,109,109
Simiane-la-Rotonde,612,612
Sisteron,7697,7697
Soleilhas,104,104
Sourribes,181,181
Tartonne,136,136
Thèze,240,240
Thoard,741,741
Thorame-Basse,229,229
Thorame-Haute,246,246
Les Thuiles,412,412
Turriers,327,327
Ubaye-Serre-Ponçon,759,759
Ubraye,93,93
Uvernet-Fours,600,600
Vachères,290,290
Val d'Oronaye,122,122
Val-de-Chalvagne,90,90
Valavoire,40,40
Valbelle,285,285
Valensole,3263,3263
Valernes,256,256
Vaumeilh,271,271
Venterol,243,243
Verdaches,60,60
Vergons,111,111
Le Vernet,132,132
Villars-Colmars,250,250
Villemus,194,194
Villeneuve,4271,4271
Volonne,1687,1687
Volx,3246,3246
Abriès-Ristolas,393,393
Aiguilles,438,438
Ancelle,931,931
L' Argentière-la-Bessée,2365,2365
Arvieux,369,369
Aspremont,362,362
Aspres-lès-Corps,107,107
Aspres-sur-Buëch,831,831
Aubessagne,710,710
Avançon,413,413
Baratier,613,613
Barcillonnette,141,141
Barret-sur-Méouge,223,223
La Bâtie-Montsaléon,255,255
La Bâtie-Neuve,2585,2585
La Bâtie-Vieille,354,354
La Beaume,157,157
Le Bersac,148,148
Bréziers,233,233
Briançon,11950,11950
Buissard,215,215
Ceillac,295,295
Cervières,192,192
Chabestan,133,133
Chabottes,848,848
Champcella,190,190
Champoléon,143,143
Chanousse,39,39
La Chapelle-en-Valgaudémar,107,107
Château-Ville-Vieille,355,355
Châteauneuf-d'Oze,31,31
Châteauroux-les-Alpes,1229,1229
Châteauvieux,509,509
Chorges,3053,3053
Crévoux,133,133
Crots,1102,1102
Dévoluy,993,993
Embrun,6566,6566
Éourres,141,141
L' Épine,202,202
Esparron,51,51
Espinasses,806,806
Étoile-Saint-Cyrice,32,32
Eygliers,803,803
La Fare-en-Champsaur,441,441
La Faurie,329,329
Forest-Saint-Julien,339,339
Fouillouse,248,248
Freissinières,216,216
La Freissinouse,870,870
Furmeyer,171,171
Gap,42487,42487
Garde-Colombe,548,548
Le Glaizil,167,167
La Grave,492,492
Guillestre,2427,2427
La Haute-Beaume,9,9
Jarjayes,463,463
Laragne-Montéglin,3568,3568
Lardier-et-Valença,352,352
Laye,241,241
Lazer,374,374
Lettret,182,182
Manteyer,436,436
Méreuil,87,87
Molines-en-Queyras,305,305
Monêtier-Allemont,294,294
Le Monêtier-les-Bains,1079,1079
Mont-Dauphin,166,166
Montbrand,62,62
Montclus,61,61
Montgardin,469,469
Montgenèvre,470,470
Montjay,106,106
Montmaur,527,527
Montrond,75,75
La Motte-en-Champsaur,223,223
Moydans,46,46
Neffes,764,764
Névache,367,367
Nossage-et-Bénévent,16,16
Le Noyer,296,296
Orcières,709,709
Orpierre,386,386
Les Orres,584,584
Oze,107,107
Pelleautier,740,740
La Piarre,95,95
Le Poët,819,819
Poligny,303,303
Prunières,304,304
Puy-Saint-André,487,487
Puy-Saint-Eusèbe,141,141
Puy-Saint-Pierre,558,558
Puy-Saint-Vincent,293,293
Puy-Sanières,292,292
Rabou,79,79
Rambaud,392,392
Réallon,260,260
Remollon,445,445
Réotier,202,202
Ribeyret,113,113
Risoul,658,658
La Roche-de-Rame,851,851
La Roche-des-Arnauds,1558,1558
Rochebrune,173,173
La Rochette,475,475
Rosans,479,479
Rousset,188,188
Saint-André-d'Embrun,683,683
Saint-André-de-Rosans,153,153
Saint-Apollinaire,146,146
Saint-Auban-d'Oze,91,91
Saint-Bonnet-en-Champsaur,2105,2105
Saint-Chaffrey,1653,1653
Saint-Clément-sur-Durance,313,313
Saint-Crépin,749,749
Saint-Étienne-le-Laus,291,291
Saint-Firmin,476,476
Saint-Jacques-en-Valgodemard,149,149
Saint-Jean-Saint-Nicolas,1140,1140
Saint-Julien-en-Beauchêne,128,128
Saint-Julien-en-Champsaur,365,365
Saint-Laurent-du-Cros,550,550
Saint-Léger-les-Mélèzes,361,361
Saint-Martin-de-Queyrières,1164,1164
Saint-Maurice-en-Valgodemard,131,131
Saint-Michel-de-Chaillol,348,348
Saint-Pierre-Avez,30,30
Saint-Pierre-d'Argençon,161,161
Saint-Sauveur,510,510
Saint-Véran,242,242
Sainte-Colombe,55,55
Le Saix,108,108
Saléon,94,94
Salérans,90,90
La Salle-les-Alpes,1006,1006
La Saulce,1587,1587
Le Sauze-du-Lac,150,150
Savines-le-Lac,1098,1098
Savournon,266,266
Serres,1314,1314
Sigottier,92,92
Sigoyer,685,685
Sorbiers,37,37
Tallard,2252,2252
Théus,209,209
Trescléoux,323,323
Upaix,455,455
Val Buëch-Méouge,1375,1375
Val-des-Prés,666,666
Valdoule,225,225
Vallouise-Pelvoux,1250,1250
Valserres,264,264
Vars,535,535
Ventavon,612,612
Veynes,3331,3331
Les Vigneaux,548,548
Villar-d'Arêne,325,325
Villar-Loubière,44,44
Villar-Saint-Pancrace,1526,1526
Vitrolles,212,212
Aiglun,91,91
Amirat,67,67
Andon,625,625
Antibes,74161,74161
Ascros,169,169
Aspremont,2218,2218
Auribeau-sur-Siagne,3312,3312
Auvare,33,33
Bairols,106,106
Le Bar-sur-Loup,3000,3000
Beaulieu-sur-Mer,3743,3743
Beausoleil,13744,13744
Belvédère,688,688
Bendejun,958,958
Berre-les-Alpes,1274,1274
Beuil,529,529
Bézaudun-les-Alpes,254,254
Biot,10084,10084
Blausasc,1602,1602
La Bollène-Vésubie,587,587
Bonson,742,742
Bouyon,542,542
Breil-sur-Roya,2210,2210
Briançonnet,223,223
La Brigue,710,710
Le Broc,1421,1421
Cabris,1350,1350
Cagnes-sur-Mer,51406,51406
Caille,431,431
Cannes,74686,74686
Le Cannet,41864,41864
Cantaron,1317,1317
Cap-d'Ail,4666,4666
Carros,12469,12469
Castagniers,1630,1630
Castellar,1109,1109
Castillon,374,374
Caussols,290,290
Châteauneuf-d'Entraunes,58,58
Châteauneuf-Grasse,3564,3564
Châteauneuf-Villevieille,931,931
Cipières,398,398
Clans,651,651
Coaraze,835,835
La Colle-sur-Loup,7991,7991
Collongues,80,80
Colomars,3465,3465
Conségudes,100,100
Contes,7512,7512
Courmes,121,121
Coursegoules,536,536
La Croix-sur-Roudoule,99,99
Cuébris,174,174
Daluis,148,148
Drap,4583,4583
Duranus,143,143
Entraunes,140,140
L' Escarène,2537,2537
Escragnolles,614,614
Èze,2297,2297
Falicon,2025,2025
Les Ferres,105,105
Fontan,342,342
Gars,72,72
Gattières,4171,4171
La Gaude,6718,6718
Gilette,1607,1607
Gorbio,1563,1563
Gourdon,391,391
Grasse,51342,51342
Gréolières,599,599
Guillaumes,637,637
Ilonse,193,193
Isola,693,693
Lantosque,1322,1322
Levens,4784,4784
Lieuche,49,49
Lucéram,1296,1296
Malaussène,311,311
Mandelieu-la-Napoule,22715,22715
Marie,109,109
Le Mas,155,155
Massoins,103,103
Menton,29461,29461
Mouans-Sartoux,10019,10019
Mougins,19865,19865
Moulinet,277,277
Les Mujouls,52,52
Nice,342979,342979
Opio,2286,2286
Pégomas,8060,8060
Peille,2395,2395
Peillon,1470,1470
La Penne,222,222
Péone,795,795
Peymeinade,8294,8294
Pierlas,103,103
Pierrefeu,324,324
Puget-Rostang,130,130
Puget-Théniers,1945,1945
Revest-les-Roches,236,236
Rigaud,214,214
Rimplas,96,96
La Roque-en-Provence,78,78
Roquebillière,1890,1890
Roquebrune-Cap-Martin,12826,12826
Roquefort-les-Pins,6942,6942
Roquestéron,587,587
La Roquette-sur-Siagne,5484,5484
La Roquette-sur-Var,944,944
Roubion,125,125
Roure,177,177
Le Rouret,4118,4118
Saint-André-de-la-Roche,5487,5487
Saint-Antonin,93,93
Saint-Auban,225,225
Saint-Blaise,1027,1027
Saint-Cézaire-sur-Siagne,4007,4007
Saint-Dalmas-le-Selvage,120,120
Saint-Étienne-de-Tinée,1691,1691
Saint-Jean-Cap-Ferrat,1581,1581
Saint-Jeannet,4234,4234
Saint-Laurent-du-Var,28656,28656
Saint-Léger,51,51
Saint-Martin-d'Entraunes,144,144
Saint-Martin-du-Var,3020,3020
Saint-Martin-Vésubie,1423,1423
Saint-Paul-de-Vence,3549,3549
Saint-Sauveur-sur-Tinée,390,390
Saint-Vallier-de-Thiey,3697,3697
Sainte-Agnès,1352,1352
Sallagriffon,51,51
Saorge,469,469
Sauze,71,71
Séranon,532,532
Sigale,200,200
Sospel,3901,3901
Spéracèdes,1290,1290
Tende,2227,2227
Théoule-sur-Mer,1427,1427
Thiéry,109,109
Le Tignet,3200,3200
Toudon,345,345
Touët-de-l'Escarène,283,283
Touët-sur-Var,683,683
La Tour,571,571
Tourette-du-Château,131,131
Tournefort,168,168
Tourrette-Levens,4997,4997
Tourrettes-sur-Loup,4078,4078
La Trinité,10077,10077
La Turbie,3118,3118
Utelle,874,874
Valbonne,13850,13850
Valdeblore,1107,1107
Valderoure,460,460
Vallauris,26834,26834
Venanson,160,160
Vence,18769,18769
Villars-sur-Var,765,765
Villefranche-sur-Mer,5139,5139
Villeneuve-d'Entraunes,80,80
Villeneuve-Loubet,15425,15425
Accons,407,407
Ailhon,572,572
Aizac,173,173
Ajoux,79,79
Alba-la-Romaine,1479,1479
Albon-d'Ardèche,166,166
Alboussière,1018,1018
Alissas,1534,1534
Andance,1206,1206
Annonay,16956,16956
Arcens,385,385
Ardoix,1273,1273
Arlebosc,338,338
Arras-sur-Rhône,542,542
Les Assions,757,757
Astet,42,42
Aubenas,12933,12933
Aubignas,480,480
Baix,1189,1189
Balazuc,381,381
Banne,690,690
Barnas,209,209
Le Béage,263,263
Beauchastel,1851,1851
Beaulieu,513,513
Beaumont,247,247
Beauvène,215,215
Belsentes,568,568
Berrias-et-Casteljau,780,780
Berzème,175,175
Bessas,220,220
Bidon,243,243
Boffres,653,653
Bogy,445,445
Borée,154,154
Borne,51,51
Boucieu-le-Roi,274,274
Boulieu-lès-Annonay,2365,2365
Bourg-Saint-Andéol,7278,7278
Bozas,254,254
Brossainc,284,284
Burzet,445,445
Cellier-du-Luc,77,77
Chalencon,318,318
Le Chambon,49,49
Chambonas,920,920
Champagne,618,618
Champis,632,632
Chandolas,510,510
Chanéac,265,265
Charmes-sur-Rhône,3003,3003
Charnas,938,938
Chassiers,1056,1056
Châteaubourg,251,251
Châteauneuf-de-Vernoux,254,254
Chauzon,398,398
Chazeaux,142,142
Cheminas,411,411
Le Cheylard,3108,3108
Chirols,244,244
Chomérac,3205,3205
Colombier-le-Cardinal,296,296
Colombier-le-Jeune,579,579
Colombier-le-Vieux,681,681
Cornas,2284,2284
Coucouron,815,815
Coux,1684,1684
Le Crestet,530,530
Creysseilles,149,149
Cros-de-Géorand,163,163
Cruas,3074,3074
Darbres,251,251
Davézieux,3249,3249
Désaignes,1131,1131
Devesset,302,302
Dompnac,63,63
Dornas,219,219
Dunière-sur-Eyrieux,442,442
Eclassan,1064,1064
Empurany,612,612
Étables,924,924
Fabras,415,415
Faugères,102,102
Félines,1698,1698
Flaviac,1240,1240
Fons,341,341
Freyssenet,48,48
Genestelle,283,283
Gilhac-et-Bruzac,173,173
Gilhoc-sur-Ormèze,458,458
Gluiras,372,372
Glun,715,715
Gourdon,92,92
Gras,654,654
Gravières,485,485
Grospierres,907,907
Guilherand-Granges,11204,11204
Issamoulenc,94,94
Issanlas,105,105
Issarlès,147,147
Jaujac,1250,1250
Jaunac,136,136
Joannas,309,309
Joyeuse,1750,1750
Juvinas,176,176
Labastide-de-Virac,308,308
Labastide-sur-Bésorgues,264,264
Labatie-d'Andaure,208,208
Labeaume,688,688
Labégude,1412,1412
Lablachère,2178,2178
Laboule,143,143
Le Lac-d'Issarlès,292,292
Lachamp-Raphaël,63,63
Lachapelle-Graillouse,199,199
Lachapelle-sous-Aubenas,1648,1648
Lachapelle-sous-Chanéac,175,175
Lafarre,40,40
Lagorce,1183,1183
Lalevade-d'Ardèche,1122,1122
Lalouvesc,391,391
Lamastre,2386,2386
